collision_type,long,lat,neighbourhood,num_of_collisions
Property Damage,-79.4510658339573,43.6515098094897,Roncesvalles (86),607
Property Damage,-79.5161975699883,43.7001519748185,Weston (113),594
Property Damage,-79.4182977775991,43.6831613349499,Casa Loma (96),586
Personal Injury,-79.5522620086937,43.6150620375772,Etobicoke City Centre (159),1458
Fail to Remain,-79.4123267529637,43.7159772460537,Lawrence Park South (103),695
Property Damage,-79.3941298755423,43.7075951420755,South Eglinton-Davisville (174),418
Property Damage,-79.2558163110928,43.783692852705,Agincourt South-Malvern West (128),1101
Property Damage,-79.4082607057128,43.7620955791297,Avondale (153),373
Personal Injury,-79.3312332036794,43.7750934065176,Pleasant View (46),389
Fail to Remain,-79.5149846682927,43.6013536297567,New Toronto (18),448
Property Damage,-79.3079230981726,43.673922433972,The Beaches (63),1156
Property Damage,-79.2591698455305,43.7784380272832,Bendale-Glen Andrew (156),829
Property Damage,-79.3355298641543,43.7579906028677,Fenside-Parkwoods (150),487
Property Damage,-79.5189818086872,43.6942571927969,Humber Heights-Westmount (8),407
Fail to Remain,-79.3783434102009,43.6662791241438,Cabbagetown-South St.James Town (71),567
Property Damage,-79.2480811739989,43.7366903339619,Eglinton East (138),631
Property Damage,-79.5393916711233,43.650971651588,Islington (158),782
Fail to Remain,-79.505562844965,43.7092391602959,Rustic (28),275
Property Damage,-79.3282973491288,43.6589791190249,South Riverdale (70),1798
Fail to Remain,-79.373070016185,43.6466549666195,St Lawrence-East Bayfront-The Islands (166),1257
Fail to Remain,-79.3425398593146,43.6671167167177,South Riverdale (70),1798
Fail to Remain,-79.5606219545876,43.7674074963942,Humber Summit (21),944
Fail to Remain,-79.4533935682621,43.7079013046,Yorkdale-Glen Park (31),1207
Property Damage,-79.3162119249015,43.6654877802151,The Beaches (63),1156
Property Damage,-79.2417564741314,43.7743288138743,Woburn North (142),977
Property Damage,-79.4473291705217,43.6963526971823,Oakwood Village (107),767
Property Damage,-79.4775302250227,43.7664854408488,York University Heights (27),1707
Property Damage,-79.5443060841503,43.659573776704,Islington (158),782
Property Damage,-79.3721893897998,43.6491248534994,Downtown Yonge East (168),975
Property Damage,-79.5059674350159,43.711035639182,Rustic (28),275
Property Damage,-79.386287500415,43.6500808038617,Yonge-Bay Corridor (170),1080
Property Damage,-79.2749315267385,43.7494918277024,Dorset Park (126),1208
Personal Injury,-79.2997864986859,43.7178531061943,Clairlea-Birchmount (120),1510
Property Damage,-79.562487357,43.6170124866673,Etobicoke City Centre (159),1458
Fail to Remain,-79.5821122604179,43.7432574877207,Mount Olive-Silverstone-Jamestown (2),734
Fail to Remain,-79.2934591740708,43.7821110365518,Tam O'Shanter-Sullivan (118),841
Personal Injury,-79.4509713083371,43.6971781592076,Briar Hill-Belgravia (108),442
Fail to Remain,-79.3913986269119,43.6583807807719,Kensington-Chinatown (78),1099
Property Damage,-79.5671598219853,43.6833302549358,Willowridge-Martingrove-Richview (7),579
Property Damage,-79.3463488073506,43.7482079392568,Banbury-Don Mills (42),1218
Property Damage,-79.3855525565135,43.6488628235918,Yonge-Bay Corridor (170),1080
Property Damage,-79.3230136033512,43.7752384314767,Tam O'Shanter-Sullivan (118),841
Property Damage,-79.3883108663939,43.6547839946417,Yonge-Bay Corridor (170),1080
Fail to Remain,-79.3962298251165,43.8032751312175,Bayview Woods-Steeles (49),374
Personal Injury,-79.3366937110526,43.7626705571792,Fenside-Parkwoods (150),487
Fail to Remain,-79.5297193044428,43.6349610530296,Etobicoke City Centre (159),1458
Property Damage,-79.4427303421819,43.65833224486,Dufferin Grove (83),564
Property Damage,-79.3322802747424,43.739453602595,Banbury-Don Mills (42),1218
Property Damage,-79.3828071952447,43.6701540940578,Church-Wellesley (167),488
Property Damage,-79.2973317333169,43.8259564270112,Milliken (130),1425
Property Damage,-79.5067815250314,43.5954482497033,New Toronto (18),448
Personal Injury,-79.3565273618491,43.6573689257357,Moss Park (73),1186
Property Damage,-79.3259658602572,43.7943252981324,L'Amoreaux West (147),520
Fail to Remain,-79.4435609578449,43.6673219187757,Junction-Wallace Emerson (171),783
Property Damage,-79.5517524132639,43.7080948901498,Kingsview Village-The Westway (6),462
Fail to Remain,-79.1997684542596,43.8019684652109,Morningside Heights (144),1211
Property Damage,-79.4210855978098,43.6501745057637,Trinity-Bellwoods (81),868
Property Damage,-79.5376270304018,43.6469614886347,Islington (158),782
Property Damage,-79.4002785907183,43.7063449858935,Yonge-Eglinton (100),609
Personal Injury,-79.5132172795793,43.7393831786129,Glenfield-Jane Heights (25),958
Property Damage,-79.3979109839423,43.6692269260725,Annex (95),1286
Property Damage,-79.4196275038242,43.796316397278,Newtonbrook West (36),828
Property Damage,-79.5207474453234,43.6071953890945,Mimico-Queensway (160),760
Property Damage,-79.4966786470622,43.7043594582743,Brookhaven-Amesbury (30),711
Personal Injury,-79.5170711581945,43.754848130508,Glenfield-Jane Heights (25),958
Property Damage,-79.283246606962,43.7717267995564,Dorset Park (126),1208
Property Damage,-79.3485551179568,43.8139753896978,Hillcrest Village (48),676
Fail to Remain,-79.3871795724922,43.6643614316488,Bay-Cloverhill (169),492
Property Damage,-79.209345920624,43.7459965239139,Guildwood (140),279
Property Damage,-79.3689248927305,43.7939614977648,Hillcrest Village (48),676
Personal Injury,-79.3355298641543,43.7579906028677,Fenside-Parkwoods (150),487
Property Damage,-79.5213148665744,43.5972003456463,New Toronto (18),448
Property Damage,-79.4120716451471,43.7038389781626,Forest Hill South (101),733
Property Damage,-79.5522620086937,43.6150620375772,Etobicoke City Centre (159),1458
Personal Injury,-79.5642713553816,43.6549393242105,Islington (158),782
Property Damage,-79.3437191362443,43.7758285046409,Don Valley Village (47),655
Property Damage,-79.2329757943567,43.7795385184135,Woburn North (142),977
Fail to Remain,-79.6009975886255,43.7346265509027,West Humber-Clairville (1),2728
Fail to Remain,-79.5113595957472,43.6473567447119,Stonegate-Queensway (16),1188
Property Damage,-79.5227757872486,43.6006680542731,New Toronto (18),448
Personal Injury,-79.4173467755156,43.7870625768469,Newtonbrook East (50),719
Fail to Remain,-79.4228501195505,43.6412319157113,West Queen West (162),577
Personal Injury,-79.4243114072027,43.6585408807488,Palmerston-Little Italy (80),571
Fail to Remain,-79.2930420543926,43.7530364467526,Wexford/Maryvale (119),1973
Fail to Remain,-79.3318006517478,43.7522220179441,Parkwoods-O'Connor Hills (149),450
Fail to Remain,-79.2675034524538,43.8102807567311,Agincourt North (129),790
Property Damage,-79.3988886843573,43.6893976512444,Yonge-St.Clair (97),423
Property Damage,-79.2683085977179,43.7875720849603,Agincourt South-Malvern West (128),1101
Personal Injury,-79.3779199781948,43.721726428288,Bridle Path-Sunnybrook-York Mills (41),631
Property Damage,-79.3777553893951,43.6519572984245,Downtown Yonge East (168),975
Property Damage,-79.3082885261686,43.7594809926284,Wexford/Maryvale (119),1973
Property Damage,-79.4162347922931,43.7237350559319,Bedford Park-Nortown (39),1105
Property Damage,-79.5079783414981,43.6911983213634,Mount Dennis (115),437
Property Damage,-79.5994473628634,43.7309026620875,West Humber-Clairville (1),2728
Fail to Remain,-79.1831012957009,43.7608064758344,West Hill (136),1007
Property Damage,-79.3771547663481,43.7110304135574,Leaside-Bennington (56),834
Property Damage,-79.3895039413319,43.6696628826621,Bay-Cloverhill (169),492
Fail to Remain,-79.5079783414981,43.6911983213634,Mount Dennis (115),437
Property Damage,-79.4227014003504,43.6543940732403,Trinity-Bellwoods (81),868
Property Damage,-79.3743456439919,43.6629104483051,Moss Park (73),1186
Fail to Remain,-79.3727124378987,43.6523423989601,Moss Park (73),1186
Property Damage,-79.349976227512,43.7170925976157,Flemingdon Park (44),463
Property Damage,-79.3193093515761,43.7958453444129,L'Amoreaux West (147),520
Fail to Remain,-79.4030908282591,43.6953431541255,Forest Hill South (101),733
Fail to Remain,-79.3192757644824,43.7411764045577,Victoria Village (43),558
Property Damage,-79.4427897466613,43.6972959830454,Oakwood Village (107),767
Personal Injury,-79.4058285859768,43.656851999918,Kensington-Chinatown (78),1099
Personal Injury,-79.372204613511,43.6676287581867,North St.James Town (74),308
Fail to Remain,-79.2099616012421,43.7449143434885,Scarborough Village (139),442
Property Damage,-79.3642741925273,43.769414998491,Bayview Village (52),752
Property Damage,-79.4433309745347,43.662561677294,Junction-Wallace Emerson (171),783
Property Damage,-79.4638000346389,43.663647538553,Junction Area (90),863
Property Damage,-79.5665816178485,43.7374475349123,Thistletown-Beaumond Heights (3),439
Property Damage,-79.5803986546325,43.7397187250971,Thistletown-Beaumond Heights (3),439
Personal Injury,-79.5748712424087,43.7643484492227,Humber Summit (21),944
Personal Injury,-79.4182977775991,43.6831613349499,Casa Loma (96),586
Fail to Remain,-79.368634367185,43.6521422576996,Moss Park (73),1186
Fail to Remain,-79.5140383492499,43.6535141829505,Kingsway South (15),389
Personal Injury,-79.381472013117,43.6429066238449,St Lawrence-East Bayfront-The Islands (166),1257
Property Damage,-79.4090690810648,43.7244541650981,Lawrence Park North (105),546
Property Damage,-79.2778560820347,43.7299559831233,Ionview (125),310
Personal Injury,-79.3420290401781,43.6870748925431,Danforth East York (59),637
Property Damage,-79.4143875464766,43.6731440945209,Annex (95),1286
Property Damage,-79.3721607894033,43.6633815143353,Cabbagetown-South St.James Town (71),567
Property Damage,-79.2674436714954,43.757947258706,Bendale-Glen Andrew (156),829
Property Damage,-79.5015381167189,43.74370453387101,Glenfield-Jane Heights (25),958
Property Damage,-79.2035368080999,43.7793731851976,Morningside (135),475
Property Damage,-79.2865730892026,43.6868988905197,Birchcliffe-Cliffside (122),944
Property Damage,-79.1635623993155,43.7924810130591,Highland Creek (134),447
Property Damage,-79.3779146873049,43.6491425429091,Downtown Yonge East (168),975
Property Damage,-79.3642242471235,43.7709201605089,Henry Farm (53),584
Property Damage,-79.4483001159637,43.6715513035829,Junction-Wallace Emerson (171),783
Fail to Remain,-79.2461840517219,43.8202329247461,Morningside Heights (144),1211
Property Damage,-79.2876126812768,43.7278408506567,Clairlea-Birchmount (120),1510
Fail to Remain,-79.3520977282349,43.7864804839544,Don Valley Village (47),655
Property Damage,-79.4271560006477,43.6425038555377,Little Portugal (84),624
Property Damage,-79.2970261616503,43.6996190045235,Taylor-Massey (61),290
Fail to Remain,-79.578413990075,43.6898893064274,West Humber-Clairville (1),2728
Property Damage,-79.3983628513372,43.7067258009751,South Eglinton-Davisville (174),418
Property Damage,-79.4457553222831,43.7924127558532,Newtonbrook West (36),828
Fail to Remain,-79.4981866579784,43.7654725469959,York University Heights (27),1707
Property Damage,-79.2403600096508,43.7182202375458,Cliffcrest (123),715
Property Damage,-79.3146118962753,43.7560571841057,Wexford/Maryvale (119),1973
Property Damage,-79.3966021564584,43.6747187508669,Annex (95),1286
Property Damage,-79.3904909590285,43.6598526533784,Yonge-Bay Corridor (170),1080
Fail to Remain,-79.5821122604179,43.7432574877207,Thistletown-Beaumond Heights (3),439
Property Damage,-79.2975115663825,43.725644955145,Clairlea-Birchmount (120),1510
Personal Injury,-79.2692113535232,43.6888970790718,Birchcliffe-Cliffside (122),944
Property Damage,-79.3885955284976,43.6554593390443,Yonge-Bay Corridor (170),1080
Fail to Remain,-79.5569568614517,43.6161008750104,Etobicoke City Centre (159),1458
Fail to Remain,-79.3474353299297,43.6857699994386,Broadview North (57),396
Property Damage,-79.3000540970073,43.8253257124725,Milliken (130),1425
Fail to Remain,-79.2171392844643,43.7797464783541,Morningside (135),475
Property Damage,-79.3832659377263,43.6404700043536,Harbourfront-CityPlace (165),830
Personal Injury,-79.471829683276,43.6917202411985,Beechborough-Greenbrook (112),415
Property Damage,-79.3976231215645,43.6771964879514,Annex (95),1286
Property Damage,-79.260184375389,43.7340608742832,Kennedy Park (124),679
Property Damage,-79.2253210775727,43.7598165487073,Woburn North (142),977
Property Damage,-79.2371336847912,43.8142117507714,Malvern West (145),647
Personal Injury,-79.5803986546325,43.7397187250971,Thistletown-Beaumond Heights (3),439
Property Damage,-79.3114367443379,43.6674872225769,The Beaches (63),1156
Personal Injury,-79.4828746159533,43.688362175067,Keelesdale-Eglinton West (110),628
Personal Injury,-79.4679735801437,43.6731526245977,Junction Area (90),863
Fail to Remain,-79.4911825173851,43.6657285806734,Runnymede-Bloor West Village (89),443
Personal Injury,-79.2421673660573,43.7867032294894,Agincourt South-Malvern West (128),1101
Property Damage,-79.2410385945203,43.7985494738069,Malvern West (145),647
Personal Injury,-79.5008873852587,43.6912953749163,Mount Dennis (115),437
Fail to Remain,-79.2338871489439,43.7817405380626,Woburn North (142),977
Personal Injury,-79.474868689653,43.6818283055636,Keelesdale-Eglinton West (110),628
Personal Injury,-79.4917640740187,43.6671787725823,Rockcliffe-Smythe (111),825
Property Damage,-79.4489693200836,43.7174898288382,Yorkdale-Glen Park (31),1207
Property Damage,-79.2514950441435,43.7721358860622,Bendale-Glen Andrew (156),829
Fail to Remain,-79.4197016971779,43.7341253136219,Bedford Park-Nortown (39),1105
Fail to Remain,-79.3627908659988,43.7110805053521,Thorncliffe Park (55),527
Personal Injury,-79.2857358335848,43.7232826837995,Clairlea-Birchmount (120),1510
Property Damage,-79.394214637484,43.7408777713874,Bridle Path-Sunnybrook-York Mills (41),631
Property Damage,-79.5204011599846,43.7688205461889,Black Creek (24),499
Property Damage,-79.4290157998519,43.6700259015613,Dovercourt Village (172),539
Personal Injury,-79.3122637447068,43.8224807457992,Steeles (116),638
Personal Injury,-79.2827610990637,43.7279399408114,Clairlea-Birchmount (120),1510
Personal Injury,-79.3343147392342,43.6661644048121,South Riverdale (70),1798
Property Damage,-79.428201614875,43.6614303059319,Palmerston-Little Italy (80),571
Personal Injury,-79.3485380647237,43.6663507083783,South Riverdale (70),1798
Personal Injury,-79.4748157993652,43.6943503531944,Beechborough-Greenbrook (112),415
Personal Injury,-79.2787871810265,43.7701764495215,Dorset Park (126),1208
Property Damage,-79.5297719108987,43.7737235067849,Black Creek (24),499
Property Damage,-79.2848332965546,43.7475125397076,Wexford/Maryvale (119),1973
Fail to Remain,-79.5289791445129,43.6856758795415,Willowridge-Martingrove-Richview (7),579
Personal Injury,-79.5448545726796,43.6008445119538,Alderwood (20),574
Property Damage,-79.4276086997504,43.7005603826279,Humewood-Cedarvale (106),410
Property Damage,-79.4186619392525,43.7298803436821,Bedford Park-Nortown (39),1105
Property Damage,-79.3387877000569,43.7726366678371,Henry Farm (53),584
Fail to Remain,-79.3877203493394,43.6656387142809,Bay-Cloverhill (169),492
Fail to Remain,-79.3635228237589,43.7103538719644,Thorncliffe Park (55),527
Property Damage,-79.5729073608487,43.7292013344887,Rexdale-Kipling (4),375
Property Damage,-79.4342762250572,43.6324649251567,South Parkdale (85),1062
Property Damage,-79.3469584790967,43.650886878424,South Riverdale (70),1798
Fail to Remain,-79.2370551521655,43.7895483411065,Malvern East (146),847
Fail to Remain,-79.3103152842647,43.7218313812927,Victoria Village (43),558
Property Damage,-79.4409923499676,43.6729841068875,Junction-Wallace Emerson (171),783
Fail to Remain,-79.2934773159186,43.7422357059534,Wexford/Maryvale (119),1973
Property Damage,-79.4623372424949,43.6541935093147,High Park-Swansea (87),1261
Property Damage,-79.4635128589375,43.7234861912705,Yorkdale-Glen Park (31),1207
Property Damage,-79.5136815412583,43.7412339049138,Glenfield-Jane Heights (25),958
